date,SP500_Close,headline,source
2017-11-14,2578.8701171875,Amazon announces major layoffs amid slowing growth,The Economist
2017-11-16,2585.639892578125,Gold hits all-time high as investors seek safe haven assets,Financial Times
2017-11-20,2582.139892578125,"Retail inventory levels rise, suggesting demand slowdown",Wall Street Journal
2017-11-21,2599.030029296875,Dollar strengthens against euro on hawkish Fed comments,Financial Times
2017-11-22,2597.080078125,Housing market shows signs of cooling after rate hikes,Bloomberg
2017-11-27,2601.419921875,S&P 500 drops 3% as inflation data disappoints investors,MarketWatch
2017-12-05,2629.570068359375,Renewable energy stocks surge on new climate legislation,CNBC
2017-12-06,2629.27001953125,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2017-12-12,2664.110107421875,US inflation cools to lowest level in two years,MarketWatch
2017-12-15,2675.81005859375,Federal Reserve raises interest rates amid inflation concerns,Bloomberg
2017-12-20,2679.25,Tesla shares fall after disappointing delivery numbers,AP Finance
2017-12-21,2684.570068359375,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2017-12-28,2687.5400390625,Unemployment rate falls to multi-decade low,Reuters
2018-01-03,2713.06005859375,"Wage growth accelerates, fueling inflation concerns",MarketWatch
2018-01-08,2747.7099609375,Dollar strengthens against euro on hawkish Fed comments,Reuters
2018-01-16,2776.419921875,China-US trade war escalates with new tariffs,Wall Street Journal
2018-01-17,2802.56005859375,Wall Street closes higher after positive jobs report,Forbes
2018-01-18,2798.030029296875,GDP growth beats expectations in strong Q2 report,Reuters
2018-01-19,2810.300048828125,Apple reports record quarterly revenue despite supply chain issues,MarketWatch
2018-01-24,2837.5400390625,Amazon announces major layoffs amid slowing growth,Financial Times
2018-01-30,2822.429931640625,Retail sales data signals consumer slowdown,Reuters
2018-01-31,2823.81005859375,Banking sector faces headwinds from rising credit defaults,Reuters
2018-02-02,2762.1298828125,"Central bank holds rates steady, signals pause in tightening",The Economist
2018-02-12,2656.0,Federal Reserve raises interest rates amid inflation concerns,Wall Street Journal
2018-02-13,2662.93994140625,Manufacturing PMI contracts for third consecutive month,AP Finance
2018-02-14,2698.6298828125,Unemployment rate falls to multi-decade low,Reuters
2018-02-16,2732.219970703125,Consumer confidence index drops sharply in August survey,AP Finance
2018-02-27,2744.280029296875,Merger talks between two major airlines collapse,CNBC
2018-03-12,2783.02001953125,Housing market shows signs of cooling after rate hikes,CNBC
2018-03-22,2643.68994140625,Oil prices surge as Middle East tensions escalate,Financial Times
2018-03-28,2605.0,"Central bank holds rates steady, signals pause in tightening",AP Finance
2018-04-02,2581.8798828125,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2018-04-03,2614.449951171875,Pharmaceutical company announces breakthrough cancer treatment,Business Insider
2018-04-04,2644.68994140625,Oil majors post record profits as energy prices soar,CNBC
2018-04-10,2656.8701171875,Semiconductor shortage eases as chip production ramps up,MarketWatch
2018-04-11,2642.18994140625,Renewable energy stocks surge on new climate legislation,AP Finance
2018-04-12,2663.989990234375,China-US trade war escalates with new tariffs,Business Insider
2018-04-18,2708.639892578125,Banking sector faces headwinds from rising credit defaults,CNBC
2018-04-19,2693.1298828125,Federal Reserve raises interest rates amid inflation concerns,Reuters
2018-04-20,2670.139892578125,North Korea fires ballistic missile toward Japan,AP Finance
2018-04-23,2670.2900390625,"Wage growth accelerates, fueling inflation concerns",Business Insider
2018-04-27,2669.909912109375,Apple reports record quarterly revenue despite supply chain issues,Forbes
2018-04-30,2648.050048828125,"Central bank holds rates steady, signals pause in tightening",The Economist
2018-05-02,2635.669921875,European Central Bank signals aggressive rate hike path,Financial Times
2018-05-03,2629.72998046875,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2018-05-04,2663.419921875,Federal Reserve raises interest rates amid inflation concerns,CNBC
2018-05-08,2671.919921875,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2018-05-09,2697.7900390625,"OPEC cuts oil production, sending crude prices higher",Financial Times
2018-05-10,2723.070068359375,Brexit deal uncertainty rattles European markets,CNBC
2018-05-14,2730.1298828125,"OPEC cuts oil production, sending crude prices higher",Forbes
2018-05-17,2720.1298828125,Nasdaq enters correction territory amid rate hike fears,Wall Street Journal
2018-05-22,2724.43994140625,European Central Bank signals aggressive rate hike path,The Economist
2018-05-24,2727.760009765625,"Wage growth accelerates, fueling inflation concerns",Wall Street Journal
2018-05-30,2724.010009765625,Germany enters recession as energy costs weigh on industry,Reuters
2018-06-01,2734.6201171875,Brexit deal uncertainty rattles European markets,Bloomberg
2018-06-06,2772.35009765625,"Retail inventory levels rise, suggesting demand slowdown",Financial Times
2018-06-13,2775.6298828125,Manufacturing PMI contracts for third consecutive month,MarketWatch
2018-06-14,2782.489990234375,Semiconductor shortage eases as chip production ramps up,Bloomberg
2018-06-15,2779.659912109375,Dollar strengthens against euro on hawkish Fed comments,CNBC
2018-06-18,2773.75,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2018-06-19,2762.590087890625,North Korea fires ballistic missile toward Japan,Financial Times
2018-06-27,2699.6298828125,Tesla shares fall after disappointing delivery numbers,Bloomberg
2018-06-28,2716.31005859375,Dollar strengthens against euro on hawkish Fed comments,MarketWatch
2018-06-29,2718.3701171875,"Retail inventory levels rise, suggesting demand slowdown",Reuters
2018-07-10,2793.840087890625,"Wage growth accelerates, fueling inflation concerns",Reuters
2018-07-13,2801.31005859375,Renewable energy stocks surge on new climate legislation,Financial Times
2018-07-16,2798.429931640625,European Central Bank signals aggressive rate hike path,Bloomberg
2018-07-17,2809.550048828125,Merger talks between two major airlines collapse,Business Insider
2018-07-19,2804.489990234375,"Bitcoin falls below $20,000 as crypto winter deepens",Reuters
2018-07-26,2837.43994140625,North Korea fires ballistic missile toward Japan,Reuters
2018-07-30,2802.60009765625,"Central bank holds rates steady, signals pause in tightening",MarketWatch
2018-08-03,2840.35009765625,US inflation cools to lowest level in two years,Wall Street Journal
2018-08-09,2853.580078125,Consumer confidence index drops sharply in August survey,The Economist
2018-08-10,2833.280029296875,Trade deficit widens as imports outpace exports,AP Finance
2018-08-15,2818.3701171875,Tech stocks rally on strong earnings from major firms,MarketWatch
2018-08-16,2840.68994140625,Oil prices surge as Middle East tensions escalate,Reuters
2018-08-21,2862.9599609375,US imposes new sanctions on Russia over Ukraine conflict,Wall Street Journal
2018-08-23,2856.97998046875,"Central bank holds rates steady, signals pause in tightening",Bloomberg
2018-08-28,2897.52001953125,IMF warns of global recession risk following energy crisis,Business Insider
2018-08-29,2914.0400390625,Merger talks between two major airlines collapse,Business Insider
2018-08-30,2901.1298828125,Tesla shares fall after disappointing delivery numbers,Financial Times
2018-09-04,2896.719970703125,Housing market shows signs of cooling after rate hikes,MarketWatch
2018-09-05,2888.60009765625,Merger talks between two major airlines collapse,Wall Street Journal
2018-09-06,2878.050048828125,Wall Street closes higher after positive jobs report,MarketWatch
2018-09-10,2877.1298828125,"Bond yields hit 15-year high, pressuring equity valuations",MarketWatch
2018-09-12,2888.919921875,IMF warns of global recession risk following energy crisis,Forbes
2018-09-14,2904.97998046875,"Wage growth accelerates, fueling inflation concerns",The Economist
2018-09-18,2904.31005859375,Unemployment rate falls to multi-decade low,Wall Street Journal
2018-09-19,2907.949951171875,"OPEC cuts oil production, sending crude prices higher",AP Finance
2018-09-21,2929.669921875,Apple reports record quarterly revenue despite supply chain issues,Financial Times
2018-09-25,2915.56005859375,"OPEC cuts oil production, sending crude prices higher",MarketWatch
2018-09-26,2905.969970703125,"Wage growth accelerates, fueling inflation concerns",MarketWatch
2018-09-27,2914.0,Renewable energy stocks surge on new climate legislation,AP Finance
2018-09-28,2913.97998046875,Housing market shows signs of cooling after rate hikes,Wall Street Journal
2018-10-01,2924.590087890625,Merger talks between two major airlines collapse,Business Insider
2018-10-02,2923.429931640625,Tesla shares fall after disappointing delivery numbers,MarketWatch
2018-10-05,2885.570068359375,"Retail inventory levels rise, suggesting demand slowdown",Business Insider
2018-10-09,2880.340087890625,Federal Reserve raises interest rates amid inflation concerns,CNBC
2018-10-10,2785.679931640625,Trade deficit widens as imports outpace exports,Wall Street Journal
2018-10-25,2705.570068359375,Tesla shares fall after disappointing delivery numbers,Financial Times
2018-10-29,2641.25,"Wage growth accelerates, fueling inflation concerns",Bloomberg
2018-10-31,2711.739990234375,Manufacturing PMI contracts for third consecutive month,Reuters
2018-11-05,2738.31005859375,European Central Bank signals aggressive rate hike path,AP Finance
2018-11-07,2813.889892578125,"Wage growth accelerates, fueling inflation concerns",Business Insider
2018-11-19,2690.72998046875,Housing market shows signs of cooling after rate hikes,AP Finance
2018-11-21,2649.929931640625,Wall Street closes higher after positive jobs report,Reuters
2018-11-26,2673.449951171875,Wall Street closes higher after positive jobs report,The Economist
2018-11-27,2682.169921875,Merger talks between two major airlines collapse,Reuters
2018-11-28,2743.7900390625,Amazon announces major layoffs amid slowing growth,AP Finance
2018-11-29,2737.800048828125,Unemployment rate falls to multi-decade low,Forbes
2018-12-06,2695.949951171875,"OPEC cuts oil production, sending crude prices higher",Reuters
2018-12-07,2633.080078125,Consumer confidence index drops sharply in August survey,AP Finance
2018-12-10,2637.719970703125,Banking sector faces headwinds from rising credit defaults,The Economist
2018-12-11,2636.780029296875,North Korea fires ballistic missile toward Japan,MarketWatch
2018-12-13,2650.5400390625,"Bitcoin falls below $20,000 as crypto winter deepens",CNBC
2018-12-17,2545.93994140625,European Central Bank signals aggressive rate hike path,Forbes
2018-12-21,2416.6201171875,Tech stocks rally on strong earnings from major firms,Bloomberg
2018-12-24,2351.10009765625,"Retail inventory levels rise, suggesting demand slowdown",Business Insider
2018-12-26,2467.699951171875,GDP growth beats expectations in strong Q2 report,Reuters
2018-12-28,2485.739990234375,European Central Bank signals aggressive rate hike path,MarketWatch
2018-12-31,2506.85009765625,Apple reports record quarterly revenue despite supply chain issues,Forbes
2019-01-03,2447.889892578125,"Central bank holds rates steady, signals pause in tightening",CNBC
2019-01-04,2531.93994140625,Housing market shows signs of cooling after rate hikes,Forbes
2019-01-07,2549.68994140625,North Korea fires ballistic missile toward Japan,Wall Street Journal
2019-01-09,2584.9599609375,Amazon announces major layoffs amid slowing growth,CNBC
2019-01-15,2610.300048828125,Federal Reserve raises interest rates amid inflation concerns,Wall Street Journal
2019-01-16,2616.10009765625,"OPEC cuts oil production, sending crude prices higher",CNBC
2019-01-17,2635.9599609375,Federal Reserve raises interest rates amid inflation concerns,AP Finance
2019-01-18,2670.7099609375,Dollar strengthens against euro on hawkish Fed comments,Reuters
2019-01-24,2642.330078125,Semiconductor shortage eases as chip production ramps up,MarketWatch
2019-01-29,2640.0,Unemployment rate falls to multi-decade low,The Economist
2019-01-31,2704.10009765625,Apple reports record quarterly revenue despite supply chain issues,Wall Street Journal
2019-02-04,2724.8701171875,Housing market shows signs of cooling after rate hikes,Forbes
2019-02-06,2731.610107421875,Banking sector faces headwinds from rising credit defaults,Financial Times
2019-02-07,2706.050048828125,"Central bank holds rates steady, signals pause in tightening",The Economist
2019-02-08,2707.8798828125,Gold hits all-time high as investors seek safe haven assets,Forbes
2019-02-12,2744.72998046875,China-US trade war escalates with new tariffs,Business Insider
2019-02-13,2753.030029296875,Brexit deal uncertainty rattles European markets,MarketWatch
2019-02-21,2774.8798828125,Banking sector faces headwinds from rising credit defaults,Bloomberg
2019-02-22,2792.669921875,"Central bank holds rates steady, signals pause in tightening",Financial Times
2019-02-26,2793.89990234375,Gold hits all-time high as investors seek safe haven assets,Business Insider
2019-02-27,2792.3798828125,US inflation cools to lowest level in two years,AP Finance
2019-03-12,2791.52001953125,"OPEC cuts oil production, sending crude prices higher",Bloomberg
2019-03-15,2822.47998046875,Renewable energy stocks surge on new climate legislation,Financial Times
2019-03-18,2832.93994140625,GDP growth beats expectations in strong Q2 report,Wall Street Journal
2019-03-20,2824.22998046875,Germany enters recession as energy costs weigh on industry,MarketWatch
2019-03-21,2854.8798828125,US inflation cools to lowest level in two years,Business Insider
2019-03-25,2798.360107421875,"Central bank holds rates steady, signals pause in tightening",CNBC
2019-03-26,2818.4599609375,US inflation cools to lowest level in two years,AP Finance
2019-03-29,2834.39990234375,"OPEC cuts oil production, sending crude prices higher",AP Finance
2019-04-04,2879.389892578125,China-US trade war escalates with new tariffs,The Economist
2019-04-08,2895.77001953125,Emerging market currencies under pressure from strong dollar,MarketWatch
2019-04-12,2907.409912109375,North Korea fires ballistic missile toward Japan,Wall Street Journal
2019-04-15,2905.580078125,"Bond yields hit 15-year high, pressuring equity valuations",Bloomberg
2019-04-18,2905.030029296875,Tech stocks rally on strong earnings from major firms,Wall Street Journal
2019-04-24,2927.25,Emerging market currencies under pressure from strong dollar,Business Insider
2019-04-25,2926.169921875,Trade deficit widens as imports outpace exports,Wall Street Journal
2019-04-26,2939.8798828125,Nasdaq enters correction territory amid rate hike fears,MarketWatch
2019-04-30,2945.830078125,Oil prices surge as Middle East tensions escalate,Financial Times
2019-05-02,2917.52001953125,Retail sales data signals consumer slowdown,Business Insider
2019-05-06,2932.469970703125,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2019-05-22,2856.27001953125,Banking sector faces headwinds from rising credit defaults,AP Finance
2019-05-24,2826.06005859375,Oil prices surge as Middle East tensions escalate,Wall Street Journal
2019-05-28,2802.389892578125,"Retail inventory levels rise, suggesting demand slowdown",The Economist
2019-05-29,2783.02001953125,Bank stocks surge after stress test results released,AP Finance
2019-05-31,2752.06005859375,Emerging market currencies under pressure from strong dollar,MarketWatch
2019-06-06,2843.489990234375,Merger talks between two major airlines collapse,Business Insider
2019-06-10,2886.72998046875,GDP growth beats expectations in strong Q2 report,CNBC
2019-06-12,2879.840087890625,Merger talks between two major airlines collapse,Bloomberg
2019-06-13,2891.639892578125,Retail sales data signals consumer slowdown,Business Insider
2019-06-17,2889.669921875,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2019-06-18,2917.75,Bank stocks surge after stress test results released,Forbes
2019-06-25,2917.3798828125,US inflation cools to lowest level in two years,Forbes
2019-06-28,2941.760009765625,Semiconductor shortage eases as chip production ramps up,Financial Times
2019-07-03,2995.820068359375,"Bond yields hit 15-year high, pressuring equity valuations",Forbes
2019-07-05,2990.409912109375,Unemployment rate falls to multi-decade low,Bloomberg
2019-07-08,2975.949951171875,Renewable energy stocks surge on new climate legislation,Reuters
2019-07-11,2999.909912109375,"Central bank holds rates steady, signals pause in tightening",Forbes
2019-07-12,3013.77001953125,"Wage growth accelerates, fueling inflation concerns",Forbes
2019-07-16,3004.0400390625,"Bond yields hit 15-year high, pressuring equity valuations",AP Finance
2019-07-17,2984.419921875,Semiconductor shortage eases as chip production ramps up,The Economist
2019-07-18,2995.110107421875,Dollar strengthens against euro on hawkish Fed comments,AP Finance
2019-07-19,2976.610107421875,North Korea fires ballistic missile toward Japan,MarketWatch
2019-07-23,3005.469970703125,Emerging market currencies under pressure from strong dollar,Forbes
2019-07-25,3003.669921875,Bank stocks surge after stress test results released,Business Insider
2019-07-26,3025.860107421875,Tesla shares fall after disappointing delivery numbers,Reuters
2019-07-29,3020.969970703125,European Central Bank signals aggressive rate hike path,MarketWatch
2019-07-30,3013.179931640625,Federal Reserve raises interest rates amid inflation concerns,CNBC
2019-08-02,2932.050048828125,Wall Street closes higher after positive jobs report,Forbes
2019-08-13,2926.320068359375,"OPEC cuts oil production, sending crude prices higher",CNBC
2019-08-14,2840.60009765625,Semiconductor shortage eases as chip production ramps up,Bloomberg
2019-08-19,2923.64990234375,Retail sales data signals consumer slowdown,Reuters
2019-08-20,2900.510009765625,Manufacturing PMI contracts for third consecutive month,Financial Times
2019-08-21,2924.429931640625,Retail sales data signals consumer slowdown,Wall Street Journal
2019-08-22,2922.949951171875,S&P 500 drops 3% as inflation data disappoints investors,AP Finance
2019-08-27,2869.159912109375,"Wage growth accelerates, fueling inflation concerns",Financial Times
2019-08-29,2924.580078125,IMF warns of global recession risk following energy crisis,MarketWatch
2019-09-03,2906.27001953125,Wall Street closes higher after positive jobs report,Wall Street Journal
2019-09-06,2978.7099609375,Tech stocks rally on strong earnings from major firms,Bloomberg
2019-09-09,2978.429931640625,Retail sales data signals consumer slowdown,The Economist
2019-09-12,3009.570068359375,US inflation cools to lowest level in two years,Forbes
2019-09-16,2997.9599609375,Consumer confidence index drops sharply in August survey,CNBC
2019-09-18,3006.72998046875,"OPEC cuts oil production, sending crude prices higher",Bloomberg
2019-09-19,3006.7900390625,US inflation cools to lowest level in two years,Business Insider
2019-09-20,2992.070068359375,Dollar strengthens against euro on hawkish Fed comments,Business Insider
2019-09-23,2991.780029296875,Emerging market currencies under pressure from strong dollar,Business Insider
2019-09-25,2984.8701171875,GDP growth beats expectations in strong Q2 report,Business Insider
2019-09-27,2961.7900390625,Federal Reserve raises interest rates amid inflation concerns,AP Finance
2019-10-04,2952.010009765625,S&P 500 drops 3% as inflation data disappoints investors,Forbes
2019-10-07,2938.7900390625,Germany enters recession as energy costs weigh on industry,MarketWatch
2019-10-08,2893.06005859375,Federal Reserve raises interest rates amid inflation concerns,Forbes
2019-10-11,2970.27001953125,Merger talks between two major airlines collapse,MarketWatch
2019-10-15,2995.679931640625,Emerging market currencies under pressure from strong dollar,MarketWatch
2019-10-16,2989.68994140625,Germany enters recession as energy costs weigh on industry,Bloomberg
2019-10-17,2997.949951171875,Unemployment rate falls to multi-decade low,The Economist
2019-10-18,2986.199951171875,Oil majors post record profits as energy prices soar,Bloomberg
2019-10-22,2995.989990234375,"Bond yields hit 15-year high, pressuring equity valuations",MarketWatch
2019-10-25,3022.550048828125,"Bond yields hit 15-year high, pressuring equity valuations",Wall Street Journal
2019-10-29,3036.889892578125,Tech stocks rally on strong earnings from major firms,Reuters
2019-10-30,3046.77001953125,Gold hits all-time high as investors seek safe haven assets,MarketWatch
2019-11-11,3087.010009765625,Bank stocks surge after stress test results released,MarketWatch
2019-11-12,3091.840087890625,Gold hits all-time high as investors seek safe haven assets,AP Finance
2019-11-13,3094.0400390625,Wall Street closes higher after positive jobs report,Wall Street Journal
2019-11-15,3120.4599609375,Merger talks between two major airlines collapse,Reuters
2019-11-18,3122.030029296875,Trade deficit widens as imports outpace exports,CNBC
2019-11-20,3108.4599609375,US inflation cools to lowest level in two years,Bloomberg
2019-11-25,3133.639892578125,"Bitcoin falls below $20,000 as crypto winter deepens",Wall Street Journal
2019-11-27,3153.6298828125,"OPEC cuts oil production, sending crude prices higher",Business Insider
2019-12-02,3113.8701171875,Federal Reserve raises interest rates amid inflation concerns,MarketWatch
2019-12-03,3093.199951171875,US imposes new sanctions on Russia over Ukraine conflict,Financial Times
2019-12-04,3112.760009765625,Merger talks between two major airlines collapse,Bloomberg
2019-12-11,3141.6298828125,Dollar strengthens against euro on hawkish Fed comments,Business Insider
2019-12-12,3168.570068359375,Trade deficit widens as imports outpace exports,Wall Street Journal
2019-12-17,3192.52001953125,Germany enters recession as energy costs weigh on industry,Financial Times
2019-12-23,3224.010009765625,US inflation cools to lowest level in two years,Forbes
2019-12-24,3223.3798828125,Dollar strengthens against euro on hawkish Fed comments,Financial Times
2019-12-27,3240.02001953125,US imposes new sanctions on Russia over Ukraine conflict,AP Finance
2019-12-30,3221.2900390625,"Bond yields hit 15-year high, pressuring equity valuations",Bloomberg
2019-12-31,3230.780029296875,Manufacturing PMI contracts for third consecutive month,The Economist
2020-01-02,3257.85009765625,Trade deficit widens as imports outpace exports,MarketWatch
2020-01-03,3234.85009765625,Apple reports record quarterly revenue despite supply chain issues,Forbes
2020-01-10,3265.35009765625,Bank stocks surge after stress test results released,Wall Street Journal
2020-01-13,3288.1298828125,Brexit deal uncertainty rattles European markets,Reuters
2020-01-17,3329.6201171875,Merger talks between two major airlines collapse,The Economist
2020-01-22,3321.75,Oil majors post record profits as energy prices soar,CNBC
2020-01-30,3283.659912109375,Emerging market currencies under pressure from strong dollar,Forbes
2020-01-31,3225.52001953125,Bank stocks surge after stress test results released,Reuters
2020-02-03,3248.919921875,Bank stocks surge after stress test results released,Forbes
2020-02-06,3345.780029296875,Amazon announces major layoffs amid slowing growth,MarketWatch
2020-02-07,3327.7099609375,US inflation cools to lowest level in two years,Forbes
2020-02-13,3373.93994140625,Semiconductor shortage eases as chip production ramps up,CNBC
2020-02-21,3337.75,China-US trade war escalates with new tariffs,MarketWatch
2020-02-24,3225.889892578125,"OPEC cuts oil production, sending crude prices higher",Financial Times
2020-02-25,3128.2099609375,Consumer confidence index drops sharply in August survey,AP Finance
2020-02-26,3116.389892578125,US inflation cools to lowest level in two years,Business Insider
2020-03-02,3090.22998046875,"Retail inventory levels rise, suggesting demand slowdown",Bloomberg
2020-03-03,3003.3701171875,Renewable energy stocks surge on new climate legislation,Bloomberg
2020-03-04,3130.1201171875,Housing market shows signs of cooling after rate hikes,Business Insider
2020-03-12,2480.639892578125,Manufacturing PMI contracts for third consecutive month,Reuters
2020-03-18,2398.10009765625,Federal Reserve raises interest rates amid inflation concerns,Wall Street Journal
2020-03-19,2409.389892578125,Nasdaq enters correction territory amid rate hike fears,Reuters
2020-03-24,2447.330078125,Retail sales data signals consumer slowdown,The Economist
2020-03-25,2475.56005859375,Banking sector faces headwinds from rising credit defaults,Reuters
2020-03-31,2584.590087890625,Semiconductor shortage eases as chip production ramps up,Forbes
2020-04-03,2488.64990234375,"Central bank holds rates steady, signals pause in tightening",CNBC
2020-04-06,2663.679931640625,Amazon announces major layoffs amid slowing growth,Bloomberg
2020-04-13,2761.6298828125,Tech stocks rally on strong earnings from major firms,CNBC
2020-04-15,2783.360107421875,IMF warns of global recession risk following energy crisis,CNBC
2020-04-17,2874.56005859375,European Central Bank signals aggressive rate hike path,AP Finance
2020-04-20,2823.159912109375,Oil prices surge as Middle East tensions escalate,AP Finance
2020-04-22,2799.31005859375,Semiconductor shortage eases as chip production ramps up,The Economist
2020-04-23,2797.800048828125,US inflation cools to lowest level in two years,AP Finance
2020-04-24,2836.739990234375,Nasdaq enters correction territory amid rate hike fears,Bloomberg
2020-04-27,2878.47998046875,US imposes new sanctions on Russia over Ukraine conflict,The Economist
2020-04-29,2939.510009765625,Pharmaceutical company announces breakthrough cancer treatment,Business Insider
2020-05-05,2868.43994140625,Renewable energy stocks surge on new climate legislation,CNBC
2020-05-07,2881.18994140625,Retail sales data signals consumer slowdown,Wall Street Journal
2020-05-08,2929.800048828125,"OPEC cuts oil production, sending crude prices higher",CNBC
2020-05-12,2870.1201171875,GDP growth beats expectations in strong Q2 report,Business Insider
2020-05-13,2820.0,"Retail inventory levels rise, suggesting demand slowdown",MarketWatch
2020-05-21,2948.510009765625,US inflation cools to lowest level in two years,AP Finance
2020-05-28,3029.72998046875,"Retail inventory levels rise, suggesting demand slowdown",The Economist
2020-06-01,3055.72998046875,Germany enters recession as energy costs weigh on industry,Reuters
2020-06-04,3112.35009765625,"Wage growth accelerates, fueling inflation concerns",Bloomberg
2020-06-05,3193.929931640625,Tech stocks rally on strong earnings from major firms,Bloomberg
2020-06-08,3232.389892578125,S&P 500 drops 3% as inflation data disappoints investors,Financial Times
2020-06-18,3115.340087890625,"Retail inventory levels rise, suggesting demand slowdown",Reuters
2020-06-23,3131.2900390625,S&P 500 drops 3% as inflation data disappoints investors,AP Finance
2020-06-30,3100.2900390625,Unemployment rate falls to multi-decade low,Business Insider
2020-07-01,3115.860107421875,Banking sector faces headwinds from rising credit defaults,MarketWatch
2020-07-06,3179.719970703125,Oil majors post record profits as energy prices soar,Wall Street Journal
2020-07-10,3185.0400390625,Retail sales data signals consumer slowdown,Reuters
2020-07-13,3155.219970703125,Pharmaceutical company announces breakthrough cancer treatment,Financial Times
2020-07-20,3251.840087890625,"Retail inventory levels rise, suggesting demand slowdown",AP Finance
2020-07-23,3235.659912109375,Manufacturing PMI contracts for third consecutive month,Business Insider
2020-07-28,3218.43994140625,North Korea fires ballistic missile toward Japan,Business Insider
2020-07-29,3258.43994140625,European Central Bank signals aggressive rate hike path,Wall Street Journal
2020-07-30,3246.219970703125,European Central Bank signals aggressive rate hike path,AP Finance
2020-07-31,3271.1201171875,Manufacturing PMI contracts for third consecutive month,Business Insider
2020-08-05,3327.77001953125,Retail sales data signals consumer slowdown,Wall Street Journal
2020-08-06,3349.159912109375,US inflation cools to lowest level in two years,MarketWatch
2020-08-10,3360.469970703125,Wall Street closes higher after positive jobs report,MarketWatch
2020-08-11,3333.68994140625,Gold hits all-time high as investors seek safe haven assets,Bloomberg
2020-08-19,3374.85009765625,Retail sales data signals consumer slowdown,CNBC
2020-08-21,3397.159912109375,IMF warns of global recession risk following energy crisis,The Economist
2020-08-25,3443.6201171875,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2020-08-28,3508.010009765625,"OPEC cuts oil production, sending crude prices higher",Wall Street Journal
2020-09-01,3526.64990234375,Amazon announces major layoffs amid slowing growth,Forbes
2020-09-02,3580.840087890625,"Bond yields hit 15-year high, pressuring equity valuations",Business Insider
2020-09-04,3426.9599609375,Emerging market currencies under pressure from strong dollar,Reuters
2020-09-08,3331.840087890625,Housing market shows signs of cooling after rate hikes,CNBC
2020-09-11,3340.969970703125,Tesla shares fall after disappointing delivery numbers,AP Finance
2020-09-14,3383.5400390625,Semiconductor shortage eases as chip production ramps up,AP Finance
2020-09-15,3401.199951171875,Pharmaceutical company announces breakthrough cancer treatment,Forbes
2020-09-16,3385.489990234375,Federal Reserve raises interest rates amid inflation concerns,Forbes
2020-09-17,3357.010009765625,IMF warns of global recession risk following energy crisis,Bloomberg
2020-09-22,3315.570068359375,Oil prices surge as Middle East tensions escalate,Financial Times
2020-09-24,3246.590087890625,Retail sales data signals consumer slowdown,Bloomberg
2020-09-25,3298.4599609375,Brexit deal uncertainty rattles European markets,The Economist
2020-09-28,3351.60009765625,Brexit deal uncertainty rattles European markets,The Economist
2020-10-01,3380.800048828125,Nasdaq enters correction territory amid rate hike fears,Business Insider
2020-10-07,3419.43994140625,Federal Reserve raises interest rates amid inflation concerns,Financial Times
2020-10-12,3534.219970703125,European Central Bank signals aggressive rate hike path,AP Finance
2020-10-13,3511.929931640625,IMF warns of global recession risk following energy crisis,Financial Times
2020-10-19,3426.919921875,Nasdaq enters correction territory amid rate hike fears,AP Finance
2020-10-30,3269.9599609375,Germany enters recession as energy costs weigh on industry,Wall Street Journal
2020-11-03,3369.159912109375,Tech stocks rally on strong earnings from major firms,The Economist
2020-11-04,3443.43994140625,"OPEC cuts oil production, sending crude prices higher",Business Insider
2020-11-05,3510.449951171875,Unemployment rate falls to multi-decade low,The Economist
2020-11-06,3509.43994140625,European Central Bank signals aggressive rate hike path,Reuters
2020-11-09,3550.5,Semiconductor shortage eases as chip production ramps up,Reuters
2020-11-12,3537.010009765625,Banking sector faces headwinds from rising credit defaults,Bloomberg
2020-11-16,3626.909912109375,US imposes new sanctions on Russia over Ukraine conflict,Reuters
2020-11-17,3609.530029296875,"Central bank holds rates steady, signals pause in tightening",CNBC
2020-11-20,3557.5400390625,Apple reports record quarterly revenue despite supply chain issues,Business Insider
2020-11-27,3638.35009765625,European Central Bank signals aggressive rate hike path,Wall Street Journal
2020-11-30,3621.6298828125,Consumer confidence index drops sharply in August survey,MarketWatch
2020-12-01,3662.449951171875,Semiconductor shortage eases as chip production ramps up,MarketWatch
2020-12-02,3669.010009765625,Wall Street closes higher after positive jobs report,Bloomberg
2020-12-07,3691.9599609375,North Korea fires ballistic missile toward Japan,Financial Times
2020-12-10,3668.10009765625,Brexit deal uncertainty rattles European markets,Wall Street Journal
2020-12-11,3663.4599609375,IMF warns of global recession risk following energy crisis,AP Finance
2020-12-14,3647.489990234375,Unemployment rate falls to multi-decade low,Forbes
2020-12-15,3694.6201171875,Semiconductor shortage eases as chip production ramps up,Wall Street Journal
2020-12-18,3709.409912109375,"Bond yields hit 15-year high, pressuring equity valuations",Business Insider
2020-12-21,3694.919921875,IMF warns of global recession risk following energy crisis,MarketWatch
